6.366391,11.987738,4.950644,9.526080,0.909282,0.895575,0.912143,0.896181,0.812731,0.801862,0.814972,0.801944,0.980053,0.962446,0.984491,0.970158
15.607907,28.225579,11.127940,22.130200,0.913406,0.903435,0.914534,0.904752,0.849286,0.841876,0.849332,0.842229,0.976194,0.956955,0.983026,0.966251
7.554147,11.375656,5.143986,12.665590,0.918183,0.907709,0.919660,0.907813,0.845703,0.836876,0.845964,0.837061,0.983843,0.975673,0.988997,0.972914
2.081999,3.194997,1.575156,3.501848,0.875063,0.856724,0.879380,0.856433,0.742935,0.729849,0.744299,0.729908,0.983434,0.974582,0.987467,0.972141
3.471843,6.186288,2.771836,5.187047,0.895277,0.877978,0.893997,0.879638,0.785426,0.771746,0.783741,0.772698,0.980731,0.965671,0.984616,0.971216
7.118404,13.009165,5.320027,9.827049,0.856327,0.837189,0.855557,0.839828,0.722593,0.709786,0.720733,0.710460,0.979909,0.963288,0.984984,0.972268
7.159244,12.126710,5.094559,11.270792,0.931892,0.923286,0.935419,0.923576,0.866617,0.859500,0.869352,0.859581,0.971070,0.951004,0.979508,0.954462
15.805251,26.080745,10.811324,24.303774,0.958910,0.954614,0.959487,0.954971,0.935599,0.932387,0.935642,0.932500,0.968465,0.947971,0.978430,0.951516
8.299980,20.139399,7.667271,9.750184,0.947826,0.939919,0.947512,0.941373,0.904443,0.898088,0.904050,0.898390,0.977671,0.945829,0.979372,0.973774
13.919883,33.966140,13.292842,16.668539,0.904300,0.892086,0.903885,0.896080,0.838566,0.830623,0.838087,0.831308,0.976704,0.943164,0.977753,0.972108
9.226411,17.447470,7.130075,13.659812,0.865034,0.842895,0.866230,0.843741,0.708028,0.691917,0.709076,0.692075,0.981264,0.964575,0.985521,0.972265
10.917842,21.372790,8.106268,14.738830,0.855097,0.831378,0.854586,0.833254,0.689944,0.674063,0.689595,0.674248,0.980547,0.961925,0.985556,0.973743
6.373807,10.889410,4.170800,9.303176,0.932305,0.923442,0.935490,0.923774,0.865684,0.858284,0.868211,0.858389,0.979999,0.965835,0.986915,0.970811
11.550743,19.306708,7.671921,17.051853,0.938878,0.930185,0.938189,0.930596,0.889717,0.882558,0.888604,0.882662,0.977199,0.961894,0.984855,0.966345
6.945131,13.402089,4.732481,8.574215,0.866240,0.844619,0.868330,0.846448,0.715213,0.699561,0.716707,0.700034,0.980168,0.961736,0.986486,0.975520
17.789999,37.751876,13.668632,22.262298,0.860217,0.840523,0.861587,0.843432,0.726275,0.712770,0.727228,0.713333,0.981441,0.960623,0.985740,0.976779
8.008460,15.240956,4.781738,8.986882,0.865277,0.841161,0.866701,0.843399,0.701658,0.684288,0.702416,0.685086,0.978262,0.958637,0.987026,0.975610
14.829622,30.267427,9.993871,16.916554,0.840635,0.815960,0.840389,0.820073,0.665872,0.650067,0.665363,0.651003,0.979265,0.957686,0.986055,0.976351
4.893396,10.304843,4.202363,6.843018,0.945065,0.937125,0.946077,0.938330,0.899673,0.893634,0.900044,0.893875,0.981645,0.961351,0.984237,0.974335
9.896877,21.251922,8.339838,13.802071,0.870899,0.852943,0.873935,0.855908,0.753545,0.741794,0.755114,0.742243,0.984157,0.965984,0.986649,0.977908
6.374015,10.275633,4.300568,10.059678,0.914085,0.901133,0.917256,0.901476,0.821743,0.811143,0.824105,0.811252,0.979454,0.966882,0.986193,0.967578
10.624360,18.174676,7.975241,17.249065,0.900451,0.886937,0.902815,0.887572,0.804166,0.793569,0.805781,0.793706,0.979613,0.965130,0.984701,0.966906
10.517227,18.264996,7.523913,15.687025,0.899178,0.886670,0.900229,0.887511,0.811837,0.802204,0.811744,0.802469,0.983893,0.972031,0.988477,0.975979
16.696736,27.710385,11.389635,25.291843,0.875505,0.862012,0.876900,0.862909,0.777327,0.767593,0.777031,0.767894,0.983832,0.973171,0.988971,0.975513
9.028508,15.725057,6.303301,13.395060,0.962416,0.957562,0.962788,0.958071,0.936043,0.932088,0.935961,0.932266,0.978015,0.961714,0.984650,0.967387
13.844756,24.716086,10.220740,21.601378,0.897343,0.883374,0.899451,0.884221,0.801735,0.791240,0.803068,0.791474,0.980160,0.964586,0.985352,0.969049
8.576596,14.284202,6.085747,13.207753,0.946350,0.938031,0.945950,0.938320,0.897396,0.890135,0.896748,0.890191,0.974182,0.957006,0.981679,0.960246
